"Date","Source","Actor","IOCType","IOCValue","Context","Link"
"2026-03-20 08:01:11 UTC","ThreatFox","UAT-7290","IP","65.20.97.249:443","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",""
"2026-03-19 12:01:02 UTC","ThreatFox","UAT-7290","IP","139.84.131.21:443","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",""
"2026-03-18 20:00:59 UTC","ThreatFox","UAT-7290","IP","104.238.148.158:443","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",
"2026-03-16 08:00:58 UTC","ThreatFox","UAT-7290","ip:port","195.133.11.223:443","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",""
"2026-03-16 08:00:57 UTC","ThreatFox","UAT-7290","ip:port","139.180.211.117:443","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",""
"2026-02-13 07:07:45 UTC","ThreatFox","UAT-7290","ip:port","140.238.72.142:8083","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",""
"2026-02-07 08:00:50 UTC","ThreatFox","UAT-7290","IP","207.148.97.65:443","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",""
"2026-01-28 04:05:05 UTC","ThreatFox","UAT-7290","IP","45.77.176.85:443","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",
"2026-01-21","VirusTotal (Fallback)","UAT-7290","SHA256","d01eecacd30ba0d529703f1960aeba3d0d284dc7a6121ca455b5e174e71c572d","Text Match: UAT-7290","https://www.virustotal.com/gui/file/d01eecacd30ba0d529703f1960aeba3d0d284dc7a6121ca455b5e174e71c572d"
"2026-01-16 11:07:55 UTC","ThreatFox","UAT-7290","IP","51.195.209.197:8083","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",
"2026-01-16 11:07:53 UTC","ThreatFox","UAT-7290","IP","51.68.204.240:8083","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",
"2026-01-16 08:03:56 UTC","ThreatFox","UAT-7290","IP","13.115.238.220:443","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",""
"2026-01-09 06:47:10 UTC","ThreatFox","UAT-7290","Domain","mcafeeupdates.com","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",
"2026-01-09 04:03:16 UTC","ThreatFox","UAT-7290","IP","65.20.75.136:443","threat=botnet_cc; malware=win.shadowpad (tag=ShadowPad)",
